ProductReference,Avg_CostImpact_Product (ProdRef),UnresolvedRate_Product (ProdRef),Total_Incidents_Product (ProdRef)
PRD02502,539.6666666666666,0.0,3
PRD02504,398.125,0.0,4
PRD02505,617.3333333333334,0.0,3
PRD02507,549.375,0.0,2
PRD02508,1558.0,0.0,1
PRD02509,422.3333333333333,0.0,3
PRD02510,461.25,1.0,1
PRD02512,175.0,1.0,1
PRD02513,873.0,0.0,1
PRD02514,586.3333333333334,0.0,3
PRD02515,674.5,0.0,4
PRD02516,155.0,0.0,1
PRD02518,812.5,0.0,2
PRD02522,493.0,0.0,1
PRD02523,338.0,1.0,1
PRD02525,260.0,0.0,1
PRD02526,155.0,0.0,1
PRD02527,335.0,0.0,2
PRD02529,307.0,0.0,1
PRD02530,516.0,0.0,2
PRD02531,1084.3333333333333,0.0,3
PRD02532,498.75,0.3333333333333333,3
PRD02533,435.5,0.0,2
PRD02534,122.0,0.0,1
PRD02535,731.25,0.0,4
PRD02536,272.6666666666667,0.0,3
PRD02537,566.25,0.5,2
PRD02538,461.25,0.2,5
PRD02539,870.25,0.0,4
PRD02541,1515.3333333333333,0.0,3
PRD02542,84.0,0.0,1
PRD02543,407.0,0.4,5
PRD02545,618.0,0.0,2
PRD02546,947.0,0.0,1
PRD02548,1875.0,0.3333333333333333,3
PRD02550,261.25,0.0,2
PRD02551,509.6666666666667,0.0,3
PRD02552,225.0,0.0,2
PRD02553,177.0,0.0,2
PRD02554,359.0,0.0,5
PRD02555,178.5,0.5,2
PRD02556,599.5,0.0,2
PRD02557,990.625,0.25,4
PRD02558,653.0,0.0,1
PRD02560,238.66666666666666,0.0,3
PRD02561,302.0,0.3333333333333333,3
PRD02562,1276.5,0.5,2
PRD02564,435.4166666666667,0.0,3
PRD02565,1193.0,0.0,1
PRD02566,1470.0,0.0,1
PRD02567,366.25,0.3333333333333333,3
PRD02568,154.0,0.0,1
PRD02569,208.5,0.0,2
PRD02570,174.0,0.0,1
PRD02572,115.0,0.0,1
PRD02573,758.5,0.0,2
PRD02574,118.0,0.0,1
PRD02575,216.66666666666666,0.0,3
PRD02576,1105.0,0.0,1
PRD02577,331.0,0.0,1
PRD02578,69.0,0.0,1
PRD02579,1088.0,0.0,2
PRD02580,1203.2,0.2,5
PRD02582,500.6875,0.0,4
PRD02583,264.5,0.0,2
PRD02584,810.0,0.0,1
PRD02585,703.5,0.0,2
PRD02586,738.0,0.0,3
PRD02587,106.0,0.0,1
PRD02589,227.0,0.0,1
PRD02590,1728.3333333333333,0.0,3
PRD02591,537.5,0.0,1
PRD02594,224.0,0.0,3
PRD02596,375.2857142857143,0.2857142857142857,7
PRD02597,420.3125,0.0,4
PRD02598,235.66666666666666,0.0,3
PRD02600,352.0,0.2,5
PRD02603,322.5,0.0,2
PRD02605,301.6666666666667,0.3333333333333333,3
PRD02606,376.5,0.5,2
PRD02607,364.5,0.0,4
PRD02608,330.0,0.0,2
PRD02609,1812.5,0.3333333333333333,3
PRD02610,454.5833333333333,0.0,3
PRD02611,268.0,0.5,2
PRD02613,163.0,0.0,1
PRD02615,267.5,0.0,1
PRD02617,1931.0,0.0,1
PRD02619,321.3333333333333,0.0,3
PRD02620,540.0,0.0,4
PRD02621,630.625,0.5,2
PRD02622,535.4166666666666,0.0,3
PRD02623,1871.5,0.0,2
PRD02624,108.0,0.0,1
PRD02625,514.6666666666666,0.3333333333333333,3
PRD02626,282.0,0.0,2
PRD02627,405.0,0.0,1
PRD02629,145.5,0.0,2
PRD02630,1231.875,0.0,4
PRD02632,1189.6666666666667,0.0,3
PRD02633,390.5,0.0,2
PRD02634,370.5,0.0,2
PRD02635,1984.1666666666667,0.0,3
PRD02636,56.0,0.0,1
PRD02637,415.0,0.0,3
PRD02638,1159.0,0.0,1
PRD02639,226.5,0.0,2
PRD02640,1391.875,0.5,2
PRD02641,131.0,0.0,1
PRD02643,335.3333333333333,0.0,3
PRD02644,1040.0,0.0,2
PRD02645,144.0,0.0,1
PRD02646,134.0,0.0,2
PRD02647,237.0,0.3333333333333333,3
PRD02648,252.66666666666666,0.0,3
PRD02649,1561.25,0.0,1
PRD02650,380.25,0.0,2
PRD02651,592.0,0.0,2
PRD02652,255.5,0.0,2
PRD02653,1180.0,0.0,1
PRD02656,486.0,0.0,2
PRD02657,453.125,0.0,2
PRD02658,293.0,0.0,2
PRD02660,1012.0,1.0,1
PRD02661,284.0,0.5,2
PRD02662,402.0,0.0,1
PRD02663,376.875,0.0,2
PRD02664,1347.5,0.0,3
PRD02665,589.5,0.0,2
PRD02667,249.33333333333334,0.0,3
PRD02668,1154.0,0.0,4
PRD02669,458.0,0.0,3
PRD02675,292.5,0.0,2
PRD02676,913.0,0.0,2
PRD02677,685.0,0.0,3
PRD02678,176.0,0.5,2
PRD02684,1212.0,0.0,1
PRD02685,262.5,0.5,2
PRD02686,447.5,0.5,2
PRD02687,207.0,0.0,1
PRD02688,1891.0,0.0,1
PRD02689,455.9375,0.0,4
PRD02691,270.0,0.0,1
PRD02692,185.0,0.0,1
PRD02693,395.0,0.0,1
PRD02694,320.0,0.0,1
PRD02695,424.625,0.0,2
PRD02696,236.5,0.0,2
PRD02697,1686.0,0.0,3
PRD02698,198.66666666666666,0.0,3
PRD02699,374.0,0.0,1
PRD02701,72.0,0.0,1
PRD02703,288.0,0.0,1
PRD02704,360.625,0.5,4
PRD02707,290.3333333333333,0.0,3
PRD02711,307.5,0.0,2
PRD02712,178.0,0.0,1
PRD02713,572.5,0.5,2
PRD02714,1156.0,0.0,1
PRD02715,319.3333333333333,0.0,3
PRD02716,268.0,0.0,1
PRD02718,200.0,1.0,1
PRD02719,683.125,0.0,2
PRD02720,201.0,0.0,2
PRD02722,331.5,0.0,2
PRD02723,467.9166666666667,0.0,3
PRD02724,464.1666666666667,0.0,3
PRD02725,976.6666666666666,0.0,3
PRD02726,333.125,0.0,2
PRD02727,202.0,0.0,1
PRD02728,989.0,0.0,1
PRD02730,139.0,0.0,1
PRD02732,166.0,0.0,1
PRD02734,394.0,0.0,1
PRD02737,297.0,1.0,1
PRD02738,350.0,0.0,1
PRD02739,250.0,0.0,1
PRD02740,599.375,0.0,2
PRD02742,285.6666666666667,0.0,3
PRD02743,223.75,0.0,4
PRD02744,305.5,0.0,2
PRD02745,453.125,0.0,2
PRD02746,129.0,0.0,1
PRD02749,354.0,0.0,1
PRD02750,1187.5,0.0,4
PRD02751,57.0,0.0,1
PRD02752,1387.6666666666667,0.16666666666666666,6
PRD02753,156.0,0.0,1
PRD02754,251.33333333333334,0.3333333333333333,3
PRD02755,389.5833333333333,0.0,3
PRD02756,658.0,0.0,2
PRD02757,484.0,0.0,3
PRD02758,492.5,0.0,3
PRD02759,724.0,0.0,2
PRD02761,364.0,0.0,1
PRD02762,290.5,0.0,2
PRD02763,1011.0,1.0,1
PRD02765,358.0,0.0,1
PRD02766,388.0,0.0,3
PRD02767,305.5,0.0,2
PRD02769,709.3333333333334,0.0,3
PRD02770,1226.3333333333333,0.0,3
PRD02771,492.0833333333333,0.0,3
PRD02772,434.0,0.0,3
PRD02773,350.0,0.0,1
PRD02774,325.0,0.0,1
PRD02778,397.5,0.0,1
PRD02780,166.0,0.0,1
PRD02781,773.0,0.0,2
PRD02782,201.25,0.0,1
PRD02784,447.0,0.0,1
PRD02785,229.5,0.0,2
PRD02786,315.0,0.0,2
PRD02787,417.6666666666667,0.0,3
PRD02788,134.5,0.0,2
PRD02789,187.0,0.0,1
PRD02790,1813.0,0.0,1
PRD02791,852.0,0.0,3
PRD02792,1204.0,0.0,2
PRD02793,1448.0,0.0,1
PRD02794,189.0,0.0,1
PRD02795,1696.0,0.0,1
PRD02797,491.0,0.0,3
PRD02798,478.0,0.0,3
PRD02799,1364.25,0.0,5
PRD02800,433.3333333333333,0.3333333333333333,3
PRD02801,412.3333333333333,0.0,3
PRD02802,366.5,0.0,2
PRD02803,484.375,0.0,2
PRD02804,204.0,0.0,1
PRD02806,350.0,0.0,1
PRD02807,1504.5,0.0,2
PRD02808,283.0,0.0,1
PRD02809,340.0,0.0,1
PRD02810,1545.75,0.0,4
PRD02811,95.5,0.0,2
PRD02812,1479.0,0.0,2
PRD02813,1413.6666666666667,0.0,3
PRD02814,238.0,0.0,1
PRD02815,277.5,0.5,2
PRD02816,161.5,0.0,2
PRD02817,458.0,0.2,5
PRD02818,106.5,0.0,2
PRD02819,325.0,0.0,1
PRD02821,289.75,0.0,4
PRD02822,312.0,0.0,1
PRD02823,1339.6666666666667,0.0,3
PRD02824,376.0,0.0,2
PRD02825,216.0,0.0,2
PRD02826,445.0,0.5,2
PRD02827,130.5,0.0,2
PRD02828,205.0,0.6666666666666666,3
PRD02831,289.5,0.5,2
PRD02832,504.25,0.25,4
PRD02833,259.5,0.0,2
PRD02834,508.0,0.0,1
PRD02835,911.0,0.0,2
PRD02836,538.125,0.0,2
PRD02839,335.0,1.0,1
PRD02840,1242.0,0.0,2
PRD02841,1032.25,0.2,5
PRD02842,117.0,0.0,1
PRD02843,242.5,0.0,2
PRD02844,292.0,0.0,1
PRD02845,702.5,0.0,2
PRD02847,329.0,0.0,2
PRD02848,410.0,0.0,3
PRD02849,270.0,0.0,1
PRD02850,224.5,0.0,2
PRD02851,983.6666666666666,0.0,3
PRD02852,194.0,0.0,2
PRD02853,632.1875,0.0,4
PRD02854,382.3333333333333,0.6666666666666666,3
PRD02857,741.0,0.0,3
PRD02858,411.0,0.0,3
PRD02859,281.5,0.0,2
PRD02860,110.0,0.0,1
PRD02861,310.75,0.0,4
PRD02862,150.5,0.0,2
PRD02864,258.75,0.0,4
PRD02866,435.75,0.125,8
PRD02867,386.0,0.0,1
PRD02868,708.6666666666666,0.3333333333333333,3
PRD02870,1621.875,0.5,2
PRD02871,521.25,0.0,2
PRD02872,330.625,0.0,2
PRD02873,446.5,0.0,2
PRD02874,95.0,0.0,1
PRD02875,208.0,0.0,1
PRD02876,320.0,1.0,1
PRD02877,352.0,0.0,3
PRD02880,358.0,0.0,1
PRD02882,208.66666666666666,0.0,3
PRD02883,103.0,0.0,1
PRD02884,426.0,0.0,1
PRD02885,247.66666666666666,0.3333333333333333,3
PRD02886,265.0,0.0,1
PRD02887,212.0,0.0,1
PRD02888,1819.0,0.0,1
PRD02889,470.0,0.0,1
PRD02890,321.6666666666667,0.3333333333333333,3
PRD02891,560.8333333333334,0.0,3
PRD02892,1547.0,0.0,3
PRD02893,351.0,0.0,3
PRD02894,1722.0,0.0,1
PRD02895,269.6666666666667,0.0,3
PRD02897,425.0,0.0,4
PRD02898,643.75,0.0,1
PRD02899,324.5,0.2,5
PRD02900,395.5,0.0,2
PRD02901,657.5,0.0,1
PRD02904,1475.0,0.0,1
PRD02905,358.75,0.0,1
PRD02906,188.0,0.0,2
PRD02908,800.6666666666666,0.3333333333333333,3
PRD02909,611.0,0.3333333333333333,3
PRD02910,408.75,0.5,4
PRD02911,141.0,0.0,1
PRD02912,301.1666666666667,0.0,6
PRD02913,292.0,1.0,1
PRD02914,360.0,0.0,1
PRD02915,270.0,0.0,2
PRD02916,947.5,0.5,2
PRD02917,61.0,1.0,1
PRD02918,147.0,0.0,1
PRD02921,637.5,0.0,1
PRD02922,1098.5,0.3333333333333333,6
PRD02924,378.0,0.0,1
PRD02925,1332.0,0.0,1
PRD02926,256.0,0.0,1
PRD02927,290.0,0.0,2
PRD02928,1133.0,0.125,8
PRD02929,305.0,1.0,1
PRD02930,1072.5,0.0,2
PRD02931,213.33333333333334,0.3333333333333333,3
PRD02932,838.6666666666666,0.0,3
PRD02933,321.0,0.0,1
PRD02934,323.0,0.5,2
PRD02935,1509.0625,0.0,4
PRD02936,340.0,0.0,1
PRD02937,447.0,0.0,1
PRD02938,650.6666666666666,0.3333333333333333,3
PRD02939,524.5,0.5,2
PRD02940,207.33333333333334,0.3333333333333333,3
PRD02941,203.33333333333334,0.0,3
PRD02942,270.625,0.5,2
PRD02943,370.0,0.0,1
PRD02944,1702.0,0.3333333333333333,3
PRD02945,1144.3333333333333,0.3333333333333333,3
PRD02946,469.0,0.0,2
PRD02948,129.0,0.0,3
PRD02949,529.375,0.0,2
PRD02950,576.5,0.0,2
PRD02951,217.0,0.0,3
PRD02952,1085.0,0.0,2
PRD02953,1300.0,0.0,1
PRD02954,313.3333333333333,0.0,3
PRD02955,490.4,0.0,5
PRD02956,1456.25,0.0,1
PRD02957,293.0,0.0,1
PRD02958,392.9166666666667,0.16666666666666666,6
PRD02959,298.5,0.0,2
PRD02960,259.0,0.0,4
PRD02962,192.0,0.0,3
PRD02964,658.0,0.25,4
PRD02965,405.75,0.25,4
PRD02966,1074.0,0.3333333333333333,3
PRD02967,280.6666666666667,0.3333333333333333,3
PRD02968,424.5833333333333,0.0,3
PRD02969,453.5,0.0,2
PRD02970,291.0,0.3333333333333333,3
PRD02973,198.0,0.0,1
PRD02974,180.0,0.0,3
PRD02975,1411.3333333333333,0.0,9
PRD02976,289.375,0.0,2
PRD02979,1885.0,0.0,1
PRD02980,2100.0,0.0,1
PRD02981,1059.3333333333333,0.3333333333333333,3
PRD02983,1432.0,0.0,3
PRD02984,215.0,0.5,2
PRD02985,267.0,0.0,2
PRD02986,452.0833333333333,0.0,3
PRD02987,322.2,0.4,5
PRD02988,316.0,0.0,1
PRD02990,296.0,0.0,2
PRD02991,392.9166666666667,0.0,3
PRD02992,297.0,0.0,1
PRD02993,334.0,0.0,1
PRD02994,702.5,0.0,2
PRD02996,234.0,0.0,1
PRD02997,602.5,0.0,1
PRD02998,474.6875,0.0,4
PRD02999,134.33333333333334,0.0,3
PRD03000,355.3333333333333,0.0,3
PRD03001,1227.5,0.5,2
PRD03003,1276.0,0.0,1
PRD03004,1227.3333333333333,0.0,3
PRD03006,616.6666666666666,0.0,3
PRD03008,207.5,0.0,2
PRD03009,1682.5,0.5,2
PRD03010,179.0,0.0,1
PRD03011,253.0,0.0,1
PRD03012,175.0,0.0,4
PRD03013,340.0,0.0,1
PRD03015,1666.5,0.0,2
PRD03016,1225.0,0.0,1
PRD03018,1673.0,0.0,1
PRD03019,262.0,1.0,1
PRD03020,291.25,0.25,4
PRD03022,430.4166666666667,0.0,3
PRD03023,1240.4,0.0,5
PRD03024,620.0,0.0,1
PRD03026,228.0,0.0,3
PRD03027,847.0,0.0,1
PRD03028,1256.4,0.2,5
PRD03029,1058.75,0.25,4
PRD03030,1469.0,0.0,1
PRD03031,336.6666666666667,0.1111111111111111,9
PRD03033,283.0,0.3333333333333333,3
PRD03034,365.0,0.5,2
PRD03035,777.0,0.0,1
PRD03037,250.0,0.0,1
PRD03038,1671.0,1.0,1
PRD03039,362.5,0.5,2
PRD03040,231.0,1.0,1
PRD03043,282.0,0.0,1
PRD03044,1100.0,0.0,1
PRD03045,227.5,0.5,2
PRD03046,1194.2,0.2,5
PRD03047,593.8,0.0,5
PRD03049,1889.0,0.0,1
PRD03050,534.5,0.0,2
PRD03051,517.5,0.0,4
PRD03052,1016.0,0.0,1
PRD03054,335.0,0.0,2
PRD03055,573.0,0.0,1
PRD03056,654.6666666666666,0.0,3
PRD03057,519.3333333333334,0.16666666666666666,6
PRD03058,150.0,0.0,1
PRD03059,433.0,0.0,3
PRD03060,161.0,1.0,1
PRD03062,340.0,0.0,3
PRD03064,1035.0,0.0,1
PRD03065,1254.0,0.0,3
PRD03066,140.0,0.0,1
PRD03067,195.0,0.0,1
PRD03068,970.0,0.0,1
PRD03069,275.625,0.0,2
PRD03070,2198.75,0.0,3
PRD03071,1070.5,0.0,2
PRD03072,800.0,0.2,5
PRD03074,318.6666666666667,0.0,3
PRD03076,242.5,0.0,2
PRD03077,1174.0,1.0,1
PRD03078,422.8125,0.0,4
PRD03079,125.0,0.0,1
PRD03080,348.0,0.0,1
PRD03081,393.0,0.0,1
PRD03082,143.0,0.0,4
PRD03083,1257.0,0.0,1
PRD03085,1367.5,0.0,2
PRD03086,1915.0,0.0,1
PRD03087,998.6,0.0,5
PRD03088,144.0,0.0,1
PRD03089,401.25,0.0,3
PRD03090,295.0,0.0,2
PRD03091,343.0,1.0,1
PRD03092,314.0,0.0,1
PRD03093,288.0,1.0,1
PRD03094,113.0,0.0,1
PRD03095,447.5,0.0,3
PRD03096,1169.0,0.0,1
PRD03097,828.5,0.0,2
PRD03098,446.0,0.0,1
PRD03099,429.0,0.0,1
PRD03101,159.5,0.0,2
PRD03102,254.5,0.0,4
PRD03103,200.0,0.0,1
PRD03104,1027.5,0.0,2
PRD03106,348.0,1.0,1
PRD03108,578.4375,0.0,4
PRD03109,437.0,0.0,2
PRD03110,1033.0,0.0,1
PRD03111,983.5,0.0,2
PRD03112,299.3333333333333,0.0,3
PRD03113,1259.0,0.0,1
PRD03117,861.0,0.0,1
PRD03118,300.0,0.3333333333333333,3
PRD03119,193.0,0.0,3
PRD03120,174.5,0.0,2
PRD03121,502.5,0.0,3
PRD03122,599.0,0.0,3
PRD03123,298.0,0.0,1
PRD03124,395.25,0.0,4
PRD03125,80.0,0.0,1
PRD03126,237.8,0.2,5
PRD03127,1731.0,0.0,1
PRD03129,310.625,0.0,2
PRD03130,426.0,0.0,1
PRD03131,403.75,0.0,4
PRD03132,249.0,0.0,2
PRD03133,359.0,0.0,2
PRD03134,236.66666666666666,0.16666666666666666,6
PRD03135,335.4166666666667,0.0,3
PRD03136,1081.0,0.0,2
PRD03137,702.75,0.0,4
PRD03138,277.3333333333333,0.3333333333333333,3
PRD03140,326.0,0.0,1
PRD03141,1897.0,0.0,1
PRD03142,363.5,0.0,2
PRD03143,670.5,0.0,2
PRD03144,81.0,0.0,1
PRD03146,1565.8333333333333,0.0,3
PRD03147,466.0,0.0,1
PRD03148,1336.5,0.5,2
PRD03149,675.0,0.0,2
PRD03151,1162.0,0.0,2
PRD03152,525.5,0.0,2
PRD03153,1158.0,0.0,3
PRD03155,1060.0,0.0,2
PRD03156,1225.6666666666667,0.0,3
PRD03157,222.5,0.0,2
PRD03158,845.5,0.0,2
PRD03159,549.0625,0.0,4
PRD03160,440.0,0.0,2
PRD03161,218.0,0.0,1
PRD03164,217.66666666666666,0.0,3
PRD03165,405.0,0.0,1
PRD03166,485.25,0.25,4
PRD03167,112.0,0.0,1
PRD03168,216.6,0.0,5
PRD03170,460.625,0.0,2
PRD03171,512.0,0.0,3
PRD03172,106.5,0.0,2
PRD03173,275.0,0.0,2
PRD03174,279.0,0.0,1
PRD03175,436.0,1.0,1
PRD03176,198.75,0.0,1
PRD03177,995.6666666666666,0.0,3
PRD03178,204.0,0.0,1
PRD03179,117.0,0.0,1
PRD03182,221.66666666666666,0.3333333333333333,3
PRD03183,182.0,0.0,1
PRD03184,272.0,0.0,1
PRD03185,222.0,0.0,1
PRD03186,830.25,0.0,4
PRD03188,873.0,0.0,1
PRD03189,303.6666666666667,0.3333333333333333,3
PRD03190,330.6666666666667,0.0,3
PRD03192,270.3333333333333,0.0,3
PRD03193,708.2,0.0,5
PRD03194,480.75,0.0,4
PRD03195,267.0,0.0,1
PRD03196,244.2,0.2,5
PRD03198,281.5,0.0,2
PRD03199,290.5,0.0,2
PRD03200,1160.0,1.0,1
PRD03201,254.0,0.0,1
PRD03202,381.0,0.0,4
PRD03205,1186.0,0.0,2
PRD03206,227.5,1.0,1
PRD03207,106.0,0.0,1
PRD03208,1068.6666666666667,0.0,3
PRD03209,1574.5,0.0,2
PRD03210,1842.25,0.2,5
PRD03211,636.25,0.0,2
PRD03212,932.0,0.0,1
PRD03213,236.0,1.0,1
PRD03214,1378.9285714285713,0.2857142857142857,7
PRD03215,738.0,0.0,2
PRD03216,241.0,0.0,1
PRD03217,186.0,0.0,2
PRD03218,516.25,0.0,1
PRD03219,510.0,0.0,1
PRD03221,111.0,0.0,1
PRD03223,421.5,0.0,2
PRD03224,387.8125,0.0,4
PRD03226,136.0,0.0,1
PRD03227,209.5,0.25,4
PRD03229,220.0,0.0,1
PRD03231,286.0,0.0,3
PRD03232,294.0,0.0,1
PRD03234,337.0,0.0,2
PRD03235,818.125,0.5,2
PRD03236,206.0,0.0,3
PRD03238,374.5833333333333,0.3333333333333333,3
PRD03239,632.0,0.0,1
PRD03240,584.0,0.0,1
PRD03241,1222.5,0.0,2
PRD03242,121.0,1.0,1
PRD03244,1040.2083333333333,0.16666666666666666,6
PRD03245,1578.75,0.0,1
PRD03246,620.0,0.0,1
PRD03247,237.0,0.0,2
PRD03248,1579.0,0.0,1
PRD03249,340.0,0.0,2
PRD03250,364.0,0.0,1
PRD03251,427.5,0.0,2
PRD03252,426.0,0.0,1
PRD03253,306.0,0.0,1
PRD03255,327.0,0.0,1
PRD03256,358.0,0.0,1
PRD03257,1403.5,0.0,2
PRD03259,1212.5,0.0,2
PRD03260,212.0,0.0,1
PRD03261,405.0,0.0,3
PRD03263,1510.8333333333333,0.3333333333333333,3
PRD03264,348.75,0.0,1
PRD03265,255.0,0.0,2
PRD03266,126.0,1.0,1
PRD03267,433.0,0.0,2
PRD03268,432.5,0.0,3
PRD03269,1570.6666666666667,0.0,3
PRD03271,382.0,0.0,1
PRD03272,153.0,0.0,1
PRD03273,1295.5,0.0,2
PRD03275,723.75,0.0,1
PRD03277,602.6666666666666,0.3333333333333333,3
PRD03278,266.25,0.0,1
PRD03280,246.25,0.0,3
PRD03281,434.0,0.0,4
PRD03283,350.0,0.0,4
PRD03284,254.0,0.0,1
PRD03285,525.0,0.0,2
PRD03286,210.0,1.0,1
PRD03287,428.75,0.0,1
PRD03288,415.0,0.0,1
PRD03290,527.5,0.0,4
PRD03291,373.0,0.0,1
PRD03292,244.0,0.0,1
PRD03293,732.25,0.25,4
PRD03294,201.5,0.0,2
PRD03295,241.5,0.0,2
PRD03296,451.0,0.0,1
PRD03297,1394.0,0.0,1
PRD03298,566.875,0.0,4
PRD03299,1559.0,0.0,1
PRD03300,210.0,0.0,1
PRD03301,254.0,0.0,1
PRD03304,86.0,0.0,1
PRD03305,692.0,0.0,1
PRD03306,280.0,0.3333333333333333,3
PRD03307,869.0,0.0,3
PRD03308,523.3333333333334,0.3333333333333333,3
PRD03309,1561.0,0.0,3
PRD03311,283.25,0.25,4
PRD03312,815.0,0.0,2
PRD03315,193.5,0.0,4
PRD03318,403.0,0.0,1
PRD03319,392.5,0.0,2
PRD03320,346.5,0.0,2
PRD03321,610.625,0.5,2
PRD03322,306.0,0.0,2
PRD03323,237.33333333333334,0.0,3
PRD03325,675.625,0.0,2
PRD03326,162.0,0.0,2
PRD03327,257.0,0.0,1
PRD03328,958.0,0.0,3
PRD03330,893.0,0.0,2
PRD03332,76.0,0.0,1
PRD03334,547.25,0.0,5
PRD03335,306.5,0.0,2
PRD03336,1231.875,0.0,2
PRD03337,464.375,0.0,2
PRD03338,449.0,0.0,2
PRD03340,1601.5,0.0,2
PRD03341,294.0,0.0,2
PRD03342,343.0,0.0,1
PRD03343,1465.0,0.0,1
PRD03344,356.25,0.0,1
PRD03347,60.0,0.0,1
PRD03348,322.3333333333333,0.0,3
PRD03349,358.0,0.0,1
PRD03350,256.0,0.0,1
PRD03351,585.8333333333334,0.0,3
PRD03352,748.6666666666666,0.0,3
PRD03354,442.5,0.0,6
PRD03355,191.0,0.0,1
PRD03356,280.625,0.0,2
PRD03357,702.0,0.0,1
PRD03358,1465.8,0.0,5
PRD03359,390.625,0.0,2
PRD03360,1543.0,1.0,1
PRD03361,195.0,0.0,1
PRD03362,77.66666666666667,0.0,3
PRD03363,1272.6666666666667,0.0,3
PRD03364,755.6666666666666,0.0,3
PRD03365,205.0,0.0,1
PRD03366,125.0,0.0,1
PRD03367,213.0,0.0,5
PRD03368,548.6666666666666,0.3333333333333333,3
PRD03369,309.0,0.0,1
PRD03370,1615.3333333333333,0.0,3
PRD03371,452.0833333333333,0.0,3
PRD03372,229.0,1.0,1
PRD03374,213.66666666666666,0.0,3
PRD03375,415.0,0.0,3
PRD03376,337.0,0.75,4
PRD03377,416.25,0.0,2
PRD03378,166.0,0.0,1
PRD03379,380.5,0.0,2
PRD03380,1474.0,0.0,2
PRD03381,1017.3333333333334,0.0,3
PRD03382,1289.0,0.0,2
PRD03383,160.0,0.0,1
PRD03384,170.33333333333334,0.0,3
PRD03385,484.0,0.0,1
PRD03386,374.4,0.0,5
PRD03389,243.33333333333334,0.0,3
PRD03390,1275.5,0.0,2
PRD03391,366.5,0.0,2
PRD03392,237.5,0.25,4
PRD03393,444.5,0.5,2
PRD03394,422.5,0.0,3
PRD03395,385.0,0.5,2
PRD03396,1635.5,0.0,2
PRD03397,180.0,0.0,2
PRD03399,634.5,0.5,2
PRD03400,425.25,0.5,4
PRD03401,465.0,1.0,1
PRD03402,481.25,0.0,1
PRD03403,1207.75,0.0,4
PRD03404,185.0,0.0,2
PRD03405,329.0,0.0,1
PRD03406,480.3333333333333,0.3333333333333333,3
PRD03407,480.0,0.0,1
PRD03408,1867.5,0.0,1
PRD03409,489.0,0.0,2
PRD03410,249.0,0.0,2
PRD03411,176.0,0.0,2
PRD03413,291.3333333333333,0.0,3
PRD03414,1258.5,0.5,2
PRD03415,618.25,0.0,5
PRD03416,615.0,0.0,1
PRD03417,888.0,0.0,1
PRD03418,371.0,0.0,1
PRD03419,434.0625,0.25,4
PRD03420,459.0,0.0,1
PRD03421,904.6,0.0,5
PRD03424,436.25,0.0,2
PRD03427,395.0,0.0,1
PRD03428,214.0,0.0,1
PRD03429,296.0,0.5,2
PRD03430,213.5,0.5,2
PRD03431,245.0,0.0,1
PRD03432,1904.0,0.0,1
PRD03434,516.5,0.0,2
PRD03435,852.0,0.0,1
PRD03437,186.0,0.5,2
PRD03438,1116.0,0.0,4
PRD03439,563.75,0.0,1
PRD03440,255.0,0.0,2
PRD03441,330.5,0.0,2
PRD03442,1123.75,0.0,1
PRD03443,454.375,0.5,2
PRD03445,671.0,0.0,2
PRD03446,317.0,0.0,1
PRD03447,338.6666666666667,0.0,3
PRD03448,1037.3333333333333,0.3333333333333333,6
PRD03449,373.0,0.0,1
PRD03450,271.75,0.25,4
PRD03451,470.0,0.0,4
PRD03452,1610.0,0.0,1
PRD03453,1774.1666666666667,0.0,3
PRD03455,719.5,0.5,2
PRD03456,301.5,0.0,2
PRD03457,261.5,0.0,2
PRD03458,1323.5,0.0,4
PRD03459,1003.0,0.0,1
PRD03460,163.0,0.0,1
PRD03461,174.33333333333334,0.3333333333333333,3
PRD03462,259.5,0.25,4
PRD03463,1886.0,0.0,1
PRD03465,358.6666666666667,0.0,3
PRD03466,1320.4,0.0,5
PRD03467,205.33333333333334,0.0,3
PRD03469,230.25,0.0,4
PRD03470,170.75,0.25,4
PRD03471,134.0,0.0,1
PRD03473,1490.0,0.0,1
PRD03474,1190.5,0.0,2
PRD03476,453.0,1.0,1
PRD03477,132.5,0.0,2
PRD03478,405.0,0.5,2
PRD03479,173.5,0.0,2
PRD03480,1182.1875,0.25,4
PRD03481,218.75,0.0,1
PRD03482,391.0,0.0,1
PRD03483,356.0,0.0,3
PRD03485,316.0,0.3333333333333333,3
PRD03487,787.0,0.25,4
PRD03489,259.5,0.0,2
PRD03490,391.5,0.0,2
PRD03491,321.875,0.5,2
PRD03492,279.0,0.3333333333333333,3
PRD03493,399.5,0.5,2
PRD03494,111.0,0.0,1
PRD03495,1727.9166666666667,0.3333333333333333,3
PRD03496,322.6666666666667,0.0,3
PRD03497,575.625,0.0,2
PRD03498,449.0,1.0,1
PRD03499,330.6666666666667,0.0,3
PRD03500,810.0,0.0,1
PRD03501,533.0,0.0,2
PRD03502,577.5,0.0,1
PRD03503,974.3333333333334,0.0,3
PRD03504,208.0,0.0,1
PRD03506,1266.8333333333333,0.3333333333333333,3
PRD03507,1011.5,0.0,2
PRD03508,853.0,1.0,1
PRD03512,206.0,0.0,1
PRD03513,1530.625,0.0,2
PRD03516,237.0,0.0,2
